filename,width,height,class,xmin,ymin,xmax,ymax
aug63_1528277944.perfect_20passport.jpg,500,338,FirstName,169.0,83.0,268.0,96.0
aug63_1528277944.perfect_20passport.jpg,500,338,Nationality,167.0,105.0,297.0,124.0
aug63_1528277944.perfect_20passport.jpg,500,338,DOB,170.0,134.0,289.0,146.0
aug63_1528277944.perfect_20passport.jpg,500,338,Gender,171.0,158.0,182.0,171.0
aug63_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,222.0,158.0,278.0,172.0
aug63_1528277944.perfect_20passport.jpg,500,338,UKPassport,5.0,1.0,500.0,320.0
aug63_2610-Datapage.jpg,1200,825,Surname,202.82118225097656,66.20829010009766,304.913818359375,83.75340270996094
aug63_2610-Datapage.jpg,1200,825,FirstName,199.64942932128906,95.15605163574219,388.2518310546875,115.17867279052734
aug63_2610-Datapage.jpg,1200,825,Nationality,202.4803466796875,125.13587188720703,388.0855407714844,145.64122009277344
aug63_2610-Datapage.jpg,1200,825,DOB,202.31130981445312,153.1014862060547,373.43060302734375,176.02334594726562
aug63_2610-Datapage.jpg,1200,825,Gender,200.65892028808594,186.55206298828125,219.247314453125,202.63507080078125
aug63_2610-Datapage.jpg,1200,825,PlaceOfBirth,260.6524658203125,185.38682556152344,386.2530517578125,204.5605010986328
aug63_2610-Datapage.jpg,1200,825,UKPassport,13.697463989257812,0.0,602.2722778320312,378.5411376953125
aug63_36691.jpg,600,413,Surname,106.23712158203125,113.7818603515625,358.23712158203125,132.7818603515625
aug63_36691.jpg,600,413,FirstName,246.23712158203125,142.7818603515625,360.23712158203125,163.7818603515625
aug63_36691.jpg,600,413,Nationality,202.23712158203125,174.7818603515625,360.23712158203125,194.7818603515625
aug63_36691.jpg,600,413,DOB,216.23712158203125,206.7818603515625,360.23712158203125,226.7818603515625
aug63_36691.jpg,600,413,Gender,340.23712158203125,235.7818603515625,360.23712158203125,251.7818603515625
aug63_36691.jpg,600,413,PlaceOfBirth,229.23712158203125,234.7818603515625,299.23712158203125,254.7818603515625
aug63_36691.jpg,600,413,UKPassport,0.0,47.781864166259766,558.2371215820312,413.0
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Surname,152.2517547607422,51.511268615722656,201.02198791503906,69.1970443725586
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,FirstName,150.953369140625,75.4729995727539,223.62887573242188,93.51521301269531
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Nationality,149.5985107421875,100.4331283569336,269.14263916015625,120.13018798828125
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,DOB,148.24366760253906,125.39326477050781,270.7265319824219,144.2612762451172
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Gender,143.8936004638672,146.19041442871094,160.71487426757812,162.06973266601562
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,PlaceOfBirth,195.7542266845703,150.12432861328125,230.54678344726562,167.019775390625
aug63_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,UKPassport,0.0,0.0,460.0,288.0
aug63_58c7b2ea1603a329822545.jpg,806,600,Surname,330.1005554199219,8.84229850769043,377.74322509765625,31.937299728393555
aug63_58c7b2ea1603a329822545.jpg,806,600,FirstName,332.33380126953125,46.09230041503906,458.8846435546875,63.22730255126953
aug63_58c7b2ea1603a329822545.jpg,806,600,Nationality,330.844970703125,76.6373062133789,491.6390075683594,95.2623062133789
aug63_58c7b2ea1603a329822545.jpg,806,600,DOB,330.844970703125,109.41730499267578,490.89459228515625,128.04229736328125
aug63_58c7b2ea1603a329822545.jpg,806,600,Gender,328.6116943359375,139.96229553222656,346.47772216796875,159.33229064941406
aug63_58c7b2ea1603a329822545.jpg,806,600,PlaceOfBirth,394.86480712890625,140.70729064941406,522.904541015625,160.82229614257812
aug63_58c7b2ea1603a329822545.jpg,806,600,UKPassport,125.38591766357422,0.0,723.1526489257812,363.4622802734375
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Surname,402.64697265625,108.51140594482422,499.32470703125,125.47034454345703
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,FirstName,306.9659118652344,138.43893432617188,502.31475830078125,158.39064025878906
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Nationality,317.92938232421875,172.3568115234375,502.31475830078125,188.3181610107422
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,DOB,317.92938232421875,200.2891845703125,501.31805419921875,219.2432861328125
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Gender,486.367919921875,233.20947265625,503.3114013671875,250.16839599609375
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,PlaceOfBirth,286.0356750488281,233.20947265625,419.59051513671875,251.16598510742188
aug63_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,UKPassport,105.63702392578125,27.707054138183594,602.0,414.0
aug64_0510-Datapage.jpg,1200,846,Surname,205.0,84.0,291.0,101.0
aug64_0510-Datapage.jpg,1200,846,FirstName,206.5,113.99999237060547,340.5,132.0
aug64_0510-Datapage.jpg,1200,846,Nationality,209.5,141.0,453.0,155.5
aug64_0510-Datapage.jpg,1200,846,DOB,204.5,171.5,353.9999694824219,187.0
aug64_0510-Datapage.jpg,1200,846,Gender,206.0,200.0,222.0,220.5
aug64_0510-Datapage.jpg,1200,846,PlaceOfBirth,259.5,200.0,322.0,217.50001525878906
aug64_0510-Datapage.jpg,1200,846,UKPassport,4.0,9.5,593.5,313.5
aug64_0710-Datapage.jpg,1200,854,Surname,964.7037963867188,115.33304595947266,1046.0323486328125,145.0126495361328
aug64_0710-Datapage.jpg,1200,854,FirstName,912.34033203125,137.59352111816406,1038.84423828125,174.7700653076172
aug64_0710-Datapage.jpg,1200,854,Nationality,886.3475341796875,164.63363647460938,1035.966796875,204.1813507080078
aug64_0710-Datapage.jpg,1200,854,DOB,889.3369140625,195.89273071289062,1033.08935546875,235.07720947265625
aug64_0710-Datapage.jpg,1200,854,Gender,1013.1494750976562,244.5282745361328,1029.2222900390625,261.87115478515625
aug64_0710-Datapage.jpg,1200,854,PlaceOfBirth,826.515625,218.0646209716797,968.282958984375,253.57054138183594
aug64_0710-Datapage.jpg,1200,854,UKPassport,608.5581665039062,6.1600117683410645,1200.0,466.3528747558594
aug64_0820-Biodata.jpg,1200,818,Surname,774.260498046875,173.49729919433594,834.260498046875,193.49729919433594
aug64_0820-Biodata.jpg,1200,818,FirstName,783.760498046875,203.99729919433594,839.260498046875,221.99729919433594
aug64_0820-Biodata.jpg,1200,818,Nationality,685.7605590820312,232.99729919433594,837.260498046875,252.99729919433594
aug64_0820-Biodata.jpg,1200,818,DOB,684.7605590820312,264.9972839355469,837.260498046875,283.9972839355469
aug64_0820-Biodata.jpg,1200,818,Gender,824.760498046875,292.9972839355469,840.760498046875,309.4972839355469
aug64_0820-Biodata.jpg,1200,818,PlaceOfBirth,734.260498046875,292.9972839355469,796.760498046875,312.9972839355469
aug64_0820-Biodata.jpg,1200,818,UKPassport,448.76055908203125,108.4972915649414,1040.260498046875,413.9972839355469
aug64_0830-Datapage.jpg,1200,823,Surname,194.45895385742188,13.336563110351562,282.4589538574219,31.85904312133789
aug64_0830-Datapage.jpg,1200,823,FirstName,195.458984375,45.87604904174805,355.958984375,61.8954963684082
aug64_0830-Datapage.jpg,1200,823,Nationality,194.45895385742188,75.91250610351562,377.9589538574219,95.93680572509766
aug64_0830-Datapage.jpg,1200,823,DOB,190.95896911621094,103.44591522216797,362.9589538574219,120.4665756225586
aug64_0830-Datapage.jpg,1200,823,Gender,193.45896911621094,133.98297119140625,211.45896911621094,151.50424194335938
aug64_0830-Datapage.jpg,1200,823,PlaceOfBirth,251.958984375,133.98297119140625,439.4589538574219,154.0072784423828
aug64_0830-Datapage.jpg,1200,823,UKPassport,3.458963632583618,0.0,597.958984375,330.72174072265625
aug64_1310-Biodata.jpg,1200,814,Surname,487.1233825683594,138.20042419433594,565.505859375,168.05364990234375
aug64_1310-Biodata.jpg,1200,814,FirstName,483.68975830078125,166.99453735351562,538.7091064453125,192.14974975585938
aug64_1310-Biodata.jpg,1200,814,Nationality,477.6296081542969,195.39390563964844,663.4868774414062,241.47032165527344
aug64_1310-Biodata.jpg,1200,814,DOB,469.51556396484375,221.99630737304688,647.2952880859375,268.70550537109375
aug64_1310-Biodata.jpg,1200,814,Gender,469.95281982421875,255.371826171875,484.58551025390625,271.66363525390625
aug64_1310-Biodata.jpg,1200,814,PlaceOfBirth,525.6851806640625,263.3844299316406,642.736328125,300.383056640625
aug64_1310-Biodata.jpg,1200,814,UKPassport,251.0115203857422,42.139671325683594,897.4227905273438,507.29205322265625
aug64_1528277944.perfect_20passport.jpg,500,338,Surname,170.0,55.0,330.0,73.0
aug64_1528277944.perfect_20passport.jpg,500,338,FirstName,232.0,83.0,331.0,96.0
aug64_1528277944.perfect_20passport.jpg,500,338,Nationality,203.0,105.0,333.0,124.0
aug64_1528277944.perfect_20passport.jpg,500,338,DOB,211.0,134.0,330.0,146.0
aug64_1528277944.perfect_20passport.jpg,500,338,Gender,318.0,158.0,329.0,171.0
aug64_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,222.0,158.0,278.0,172.0
aug64_1528277944.perfect_20passport.jpg,500,338,UKPassport,0.0,1.0,495.0,320.0
aug64_2610-Datapage.jpg,1200,825,Surname,180.82615661621094,87.10294342041016,283.6695251464844,110.24991607666016
aug64_2610-Datapage.jpg,1200,825,FirstName,179.59202575683594,110.93960571289062,368.8968811035156,141.33743286132812
aug64_2610-Datapage.jpg,1200,825,Nationality,184.40748596191406,140.8478546142578,370.7482604980469,171.56182861328125
aug64_2610-Datapage.jpg,1200,825,DOB,186.1071014404297,169.6434326171875,358.1264343261719,201.9685516357422
aug64_2610-Datapage.jpg,1200,825,Gender,186.64334106445312,212.40023803710938,206.08035278320312,229.47560119628906
aug64_2610-Datapage.jpg,1200,825,PlaceOfBirth,246.44139099121094,200.75552368164062,372.8323669433594,226.8260955810547
aug64_2610-Datapage.jpg,1200,825,UKPassport,0.0,3.7533154487609863,597.9361572265625,414.2474670410156
aug64_36691.jpg,600,413,Surname,153.81915283203125,114.55479431152344,406.3039855957031,141.7450714111328
aug64_36691.jpg,600,413,FirstName,152.76390075683594,148.09518432617188,267.38690185546875,172.79373168945312
aug64_36691.jpg,600,413,Nationality,153.8052215576172,178.64642333984375,312.37237548828125,203.77732849121094
aug64_36691.jpg,600,413,DOB,154.84652709960938,211.08505249023438,299.4211120605469,235.7603759765625
aug64_36691.jpg,600,413,Gender,155.79022216796875,244.1047821044922,176.30027770996094,260.74713134765625
aug64_36691.jpg,600,413,PlaceOfBirth,216.72535705566406,239.49325561523438,287.3391418457031,261.7605285644531
aug64_36691.jpg,600,413,UKPassport,0.0,43.96892166137695,557.7958374023438,413.0
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Surname,138.0593719482422,60.700565338134766,187.5093536376953,81.3363037109375
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,FirstName,140.93113708496094,81.65637969970703,214.08901977539062,104.17105865478516
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Nationality,143.92254638671875,100.85291290283203,263.62310791015625,127.99862670898438
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,DOB,146.91395568847656,125.3143310546875,269.4732971191406,151.82618713378906
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Gender,146.4482879638672,159.20599365234375,164.128173828125,176.01272583007812
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,PlaceOfBirth,198.19435119628906,151.82286071777344,233.7449188232422,170.78341674804688
aug64_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,UKPassport,0.0,0.0,460.0,288.0
aug64_58c7b2ea1603a329822545.jpg,806,600,Surname,253.57640075683594,103.63050079345703,302.7090148925781,129.98085021972656
aug64_58c7b2ea1603a329822545.jpg,806,600,FirstName,258.3931579589844,135.1510467529297,385.8288879394531,161.03997802734375
aug64_58c7b2ea1603a329822545.jpg,806,600,Nationality,259.03082275390625,163.3457489013672,420.7304992675781,193.10098266601562
aug64_58c7b2ea1603a329822545.jpg,806,600,DOB,261.3090515136719,196.0982208251953,422.26611328125,225.80172729492188
aug64_58c7b2ea1603a329822545.jpg,806,600,Gender,261.2040710449219,236.60641479492188,280.3731384277344,257.1712646484375
aug64_58c7b2ea1603a329822545.jpg,806,600,PlaceOfBirth,327.3487548828125,225.0878448486328,456.47686767578125,254.05303955078125
aug64_58c7b2ea1603a329822545.jpg,806,600,UKPassport,44.54144287109375,10.506885528564453,670.3243408203125,474.93194580078125
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Surname,277.3041687011719,67.26417541503906,375.4580383300781,100.75009155273438
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,FirstName,188.27191162109375,96.2181167602539,384.1180419921875,149.78195190429688
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Nationality,204.95748901367188,129.62091064453125,389.3138732910156,177.35157775878906
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,DOB,209.80691528320312,157.30213928222656,393.70135498046875,207.8070831298828
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Gender,381.4029235839844,189.3764190673828,401.0334167480469,209.01942443847656
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,PlaceOfBirth,184.11294555664062,203.91146850585938,318.757080078125,244.78216552734375
aug64_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,UKPassport,0.0,0.0,602.0,414.0
aug65_0510-Datapage.jpg,1200,846,Surname,952.942138671875,133.06016540527344,1040.50634765625,162.5069122314453
aug65_0510-Datapage.jpg,1200,846,FirstName,899.4259033203125,155.464599609375,1034.616455078125,192.95040893554688
aug65_0510-Datapage.jpg,1200,846,Nationality,784.6944580078125,165.6485595703125,1027.683349609375,215.75494384765625
aug65_0510-Datapage.jpg,1200,846,DOB,877.9943237304688,210.35826110839844,1028.1495361328125,247.647705078125
aug65_0510-Datapage.jpg,1200,846,Gender,1003.642578125,257.9364318847656,1022.4799194335938,280.5640869140625
aug65_0510-Datapage.jpg,1200,846,PlaceOfBirth,905.1676025390625,243.24911499023438,969.5601196289062,269.7389221191406
aug65_0510-Datapage.jpg,1200,846,UKPassport,622.5121459960938,14.938949584960938,1200.0,402.22393798828125
aug65_0710-Datapage.jpg,1200,854,Surname,922.9185791015625,69.69329833984375,1002.6261596679688,89.10655212402344
aug65_0710-Datapage.jpg,1200,854,FirstName,874.0709838867188,98.63345336914062,999.2870483398438,119.57002258300781
aug65_0710-Datapage.jpg,1200,854,Nationality,851.733154296875,128.8783721923828,1000.4360961914062,149.0853271484375
aug65_0710-Datapage.jpg,1200,854,DOB,858.8760375976562,159.46263122558594,1001.5851440429688,180.10052490234375
aug65_0710-Datapage.jpg,1200,854,Gender,987.5569458007812,191.44447326660156,1001.7342529296875,207.1044921875
aug65_0710-Datapage.jpg,1200,854,PlaceOfBirth,799.0635986328125,189.77615356445312,940.2326049804688,206.89703369140625
aug65_0710-Datapage.jpg,1200,854,UKPassport,602.5289916992188,1.5511568784713745,1198.355224609375,387.8299865722656
aug65_0820-Biodata.jpg,1200,818,Surname,211.5,66.0,271.5,86.0
aug65_0820-Biodata.jpg,1200,818,FirstName,206.5,96.5,262.0,114.5
aug65_0820-Biodata.jpg,1200,818,Nationality,208.5,125.5,360.0,145.5
aug65_0820-Biodata.jpg,1200,818,DOB,208.5,157.5,361.0,176.5
aug65_0820-Biodata.jpg,1200,818,Gender,205.0,185.5,221.0,202.0
aug65_0820-Biodata.jpg,1200,818,PlaceOfBirth,249.0,185.5,311.5,205.5
aug65_0820-Biodata.jpg,1200,818,UKPassport,5.5,1.0,597.0,306.5
aug65_0830-Datapage.jpg,1200,823,Surname,220.5851593017578,35.68377685546875,309.66595458984375,60.32138442993164
aug65_0830-Datapage.jpg,1200,823,FirstName,219.47999572753906,68.21343994140625,380.70770263671875,95.42962646484375
aug65_0830-Datapage.jpg,1200,823,Nationality,216.09930419921875,98.10618591308594,400.5509338378906,130.92755126953125
aug65_0830-Datapage.jpg,1200,823,DOB,210.8906707763672,125.3270263671875,383.66021728515625,154.3470458984375
aug65_0830-Datapage.jpg,1200,823,Gender,211.21170043945312,155.9641876220703,230.39413452148438,174.70257568359375
aug65_0830-Datapage.jpg,1200,823,PlaceOfBirth,269.3929443359375,160.05955505371094,457.8347473144531,193.16094970703125
aug65_0830-Datapage.jpg,1200,823,UKPassport,9.131464004516602,0.0,628.7025146484375,380.5378723144531
aug65_1310-Biodata.jpg,1200,814,Surname,925.5,67.5,1002.0,85.5
aug65_1310-Biodata.jpg,1200,814,FirstName,948.0,96.5,1001.0,113.5
aug65_1310-Biodata.jpg,1200,814,Nationality,817.0,125.5,1002.5,142.5
aug65_1310-Biodata.jpg,1200,814,DOB,829.0,153.0,1006.0,172.0
aug65_1310-Biodata.jpg,1200,814,Gender,988.5,186.0,1001.0,200.5
aug65_1310-Biodata.jpg,1200,814,PlaceOfBirth,828.5,185.0,944.0,204.0
aug65_1310-Biodata.jpg,1200,814,UKPassport,600.0,1.0,1194.5,377.0
aug65_1528277944.perfect_20passport.jpg,500,338,Surname,251.63587951660156,59.4133415222168,411.6358947753906,77.41333770751953
aug65_1528277944.perfect_20passport.jpg,500,338,FirstName,250.63587951660156,87.41333770751953,349.6358947753906,100.41333770751953
aug65_1528277944.perfect_20passport.jpg,500,338,Nationality,248.63587951660156,109.41333770751953,378.6358947753906,128.41334533691406
aug65_1528277944.perfect_20passport.jpg,500,338,DOB,251.63587951660156,138.41334533691406,370.6358947753906,150.41334533691406
aug65_1528277944.perfect_20passport.jpg,500,338,Gender,252.63587951660156,162.41334533691406,263.6358947753906,175.41334533691406
aug65_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,303.6358947753906,162.41334533691406,359.6358947753906,176.41334533691406
aug65_1528277944.perfect_20passport.jpg,500,338,UKPassport,86.6358871459961,5.4133405685424805,500.0,324.413330078125
aug65_2610-Datapage.jpg,1200,825,Surname,324.459228515625,171.9985809326172,427.71063232421875,200.1420135498047
aug65_2610-Datapage.jpg,1200,825,FirstName,324.6773681640625,191.56187438964844,514.1199951171875,231.24635314941406
aug65_2610-Datapage.jpg,1200,825,Nationality,330.9690856933594,221.3421173095703,517.4852905273438,261.1915283203125
aug65_2610-Datapage.jpg,1200,825,DOB,334.0585021972656,250.7388153076172,506.43927001953125,291.4681091308594
aug65_2610-Datapage.jpg,1200,825,Gender,336.2639465332031,301.0058898925781,356.4161071777344,318.932373046875
aug65_2610-Datapage.jpg,1200,825,PlaceOfBirth,395.731201171875,281.0683288574219,522.5043334960938,313.29681396484375
aug65_2610-Datapage.jpg,1200,825,UKPassport,130.8798065185547,74.168701171875,755.2765502929688,512.2052612304688
aug65_36691.jpg,600,413,Surname,222.9103240966797,54.79344940185547,475.20782470703125,106.98388671875
aug65_36691.jpg,600,413,FirstName,216.8244171142578,83.27351379394531,332.6010437011719,119.17906951904297
aug65_36691.jpg,600,413,Nationality,212.72088623046875,114.9919204711914,371.9779357910156,155.73062133789062
aug65_36691.jpg,600,413,DOB,208.48500061035156,146.7103271484375,353.8652648925781,185.5958251953125
aug65_36691.jpg,600,413,Gender,205.17572021484375,175.4551239013672,227.11766052246094,193.96176147460938
aug65_36691.jpg,600,413,PlaceOfBirth,265.2418212890625,182.53858947753906,337.27325439453125,211.62860107421875
aug65_36691.jpg,600,413,UKPassport,0.0,0.0,600.0,413.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Surname,264.0,56.0,312.0,71.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,FirstName,240.0,80.0,312.0,94.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Nationality,193.0,105.0,312.0,118.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,DOB,190.0,130.0,312.0,142.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,Gender,299.0,151.0,315.0,166.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,PlaceOfBirth,229.0,152.0,263.0,167.0
aug65_4a69c6957183dd2c395a7c7bec5d0c58.jpg,460,288,UKPassport,1.0,5.0,460.0,284.0
aug65_58c7b2ea1603a329822545.jpg,806,600,Surname,551.409423828125,75.98999786376953,599.0521240234375,99.08499908447266
aug65_58c7b2ea1603a329822545.jpg,806,600,FirstName,470.26800537109375,113.23999786376953,596.81884765625,130.375
aug65_58c7b2ea1603a329822545.jpg,806,600,Nationality,437.5136413574219,143.78500366210938,598.3076782226562,162.41000366210938
aug65_58c7b2ea1603a329822545.jpg,806,600,DOB,438.258056640625,176.56500244140625,598.3076782226562,195.19000244140625
aug65_58c7b2ea1603a329822545.jpg,806,600,Gender,582.6749267578125,207.11000061035156,600.5409545898438,226.47999572753906
aug65_58c7b2ea1603a329822545.jpg,806,600,PlaceOfBirth,406.2481384277344,207.85499572753906,534.287841796875,227.97000122070312
aug65_58c7b2ea1603a329822545.jpg,806,600,UKPassport,206.0,6.704999923706055,803.7667236328125,430.6099853515625
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Surname,200.07960510253906,81.8623046875,297.4934997558594,103.70650482177734
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,FirstName,198.6124725341797,106.89472198486328,394.72222900390625,136.7361297607422
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Nationality,200.3340606689453,141.3253631591797,385.29193115234375,166.6250762939453
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,DOB,202.74722290039062,169.2217254638672,386.8616027832031,197.45974731445312
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,Gender,202.42739868164062,210.64910888671875,220.20986938476562,228.44618225097656
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,PlaceOfBirth,286.0404052734375,200.48072814941406,420.33453369140625,225.19300842285156
aug65_main-qimg-3d53063d05e710d2ec6195378258c065.png,602,414,UKPassport,0.0,0.0,602.0,406.0433044433594
aug66_0510-Datapage.jpg,1200,846,Surname,909.0,84.0,995.0,101.0
aug66_0510-Datapage.jpg,1200,846,FirstName,859.5,113.99999237060547,993.5,132.0
aug66_0510-Datapage.jpg,1200,846,Nationality,747.0,141.0,990.5,155.5
aug66_0510-Datapage.jpg,1200,846,DOB,846.0,171.5,995.5,187.0
aug66_0510-Datapage.jpg,1200,846,Gender,978.0,200.0,994.0,220.5
aug66_0510-Datapage.jpg,1200,846,PlaceOfBirth,878.0,200.0,940.5,217.50001525878906
aug66_0510-Datapage.jpg,1200,846,UKPassport,606.5,9.5,1196.0,313.5
aug66_0710-Datapage.jpg,1200,854,Surname,753.6950073242188,37.41884994506836,833.1950073242188,55.91884994506836
aug66_0710-Datapage.jpg,1200,854,FirstName,705.1950073242188,66.9188461303711,830.1950073242188,86.4188461303711
aug66_0710-Datapage.jpg,1200,854,Nationality,683.1950073242188,97.4188461303711,831.6950073242188,115.9188461303711
aug66_0710-Datapage.jpg,1200,854,DOB,690.6950073242188,127.9188461303711,833.1950073242188,146.91885375976562
aug66_0710-Datapage.jpg,1200,854,Gender,819.6950073242188,158.41885375976562,833.6950073242188,173.91885375976562
aug66_0710-Datapage.jpg,1200,854,PlaceOfBirth,631.1950073242188,158.91885375976562,772.1950073242188,174.41885375976562
aug66_0710-Datapage.jpg,1200,854,UKPassport,436.69500732421875,0.0,1028.1949462890625,352.4188537597656
aug66_0820-Biodata.jpg,1200,818,Surname,252.2277069091797,22.64803695678711,314.1650085449219,49.57261657714844
aug66_0820-Biodata.jpg,1200,818,FirstName,243.90724182128906,52.34729766845703,301.140380859375,76.75601196289062
aug66_0820-Biodata.jpg,1200,818,Nationality,242.2437744140625,81.38108825683594,395.0447998046875,119.07775115966797
aug66_0820-Biodata.jpg,1200,818,DOB,238.59422302246094,113.15855407714844,392.2705383300781,149.9799041748047
aug66_0820-Biodata.jpg,1200,818,Gender,232.1165008544922,140.55178833007812,249.94773864746094,158.82069396972656
aug66_0820-Biodata.jpg,1200,818,PlaceOfBirth,275.3984680175781,145.7318115234375,339.8183898925781,172.95071411132812
aug66_0820-Biodata.jpg,1200,818,UKPassport,21.7012939453125,0.0,645.0537719726562,306.859619140625
aug66_0830-Datapage.jpg,1200,823,Surname,915.5,63.0765495300293,1003.5,81.59902954101562
aug66_0830-Datapage.jpg,1200,823,FirstName,842.0,95.61603546142578,1002.5,111.63548278808594
aug66_0830-Datapage.jpg,1200,823,Nationality,820.0,125.6524887084961,1003.5,145.67678833007812
aug66_0830-Datapage.jpg,1200,823,DOB,835.0,153.18589782714844,1007.0,170.20655822753906
aug66_0830-Datapage.jpg,1200,823,Gender,986.5,183.72296142578125,1004.5,201.24423217773438
aug66_0830-Datapage.jpg,1200,823,PlaceOfBirth,758.5,183.72296142578125,946.0,203.7472686767578
aug66_0830-Datapage.jpg,1200,823,UKPassport,600.0,1.501822590827942,1194.5,380.46173095703125
aug66_1310-Biodata.jpg,1200,814,Surname,203.359130859375,60.91365051269531,280.14569091796875,80.1733627319336
aug66_1310-Biodata.jpg,1200,814,FirstName,203.8970184326172,89.92620086669922,257.1702575683594,107.79833221435547
aug66_1310-Biodata.jpg,1200,814,Nationality,201.91876220703125,118.89750671386719,387.6739807128906,138.9557342529297
aug66_1310-Biodata.jpg,1200,814,DOB,197.93251037597656,146.3360137939453,375.2218933105469,168.2537384033203
aug66_1310-Biodata.jpg,1200,814,Gender,202.46160888671875,179.4140167236328,215.1991424560547,194.1182861328125
aug66_1310-Biodata.jpg,1200,814,PlaceOfBirth,259.3961181640625,179.35459899902344,375.19384765625,200.25762939453125
aug66_1310-Biodata.jpg,1200,814,UKPassport,6.075888633728027,0.0,606.6985473632812,377.00408935546875
aug66_1528277944.perfect_20passport.jpg,500,338,Surname,170.0,55.0,330.0,73.0
aug66_1528277944.perfect_20passport.jpg,500,338,FirstName,232.0,83.0,331.0,96.0
aug66_1528277944.perfect_20passport.jpg,500,338,Nationality,203.0,105.0,333.0,124.0
aug66_1528277944.perfect_20passport.jpg,500,338,DOB,211.0,134.0,330.0,146.0
aug66_1528277944.perfect_20passport.jpg,500,338,Gender,318.0,158.0,329.0,171.0
aug66_1528277944.perfect_20passport.jpg,500,338,PlaceOfBirth,222.0,158.0,278.0,172.0
aug66_1528277944.perfect_20passport.jpg,500,338,UKPassport,0.0,1.0,495.0,320.0
aug66_2610-Datapage.jpg,1200,825,Surname,897.0,68.4169692993164,999.0,85.3963623046875
aug66_2610-Datapage.jpg,1200,825,FirstName,813.5,97.38182067871094,1002.0,116.3587875366211
aug66_2610-Datapage.jpg,1200,825,Nationality,813.5,127.345458984375,999.0,146.82180786132812
aug66_2610-Datapage.jpg,1200,825,DOB,828.0,155.31150817871094,999.0,177.28485107421875
aug66_2610-Datapage.jpg,1200,825,Gender,982.0,188.7709197998047,1000.5,204.7515106201172
aug66_2610-Datapage.jpg,1200,825,PlaceOfBirth,815.0,187.27273559570312,940.5,205.75030517578125
aug66_2610-Datapage.jpg,1200,825,UKPassport,600.0,2.996363639831543,1186.5,378.5406188964844
aug66_36691.jpg,600,413,Surname,172.6083221435547,0.0,424.60833740234375,12.23406982421875
aug66_36691.jpg,600,413,FirstName,170.6083221435547,22.23406982421875,284.60833740234375,43.23406982421875
aug66_36691.jpg,600,413,Nationality,170.6083221435547,54.23406982421875,328.60833740234375,74.23406982421875
